id,title,author,isbn,category,available
B0684,Mastering Universe,Joseph Johnson,978-0-71-7865-7,Engineering,true
B0685,Introduction to Chronicles,Barbara Johnson,978-8-11-5001-4,Literature,true
B0686,Ancient Principles (Vol. 3),Patricia Thomas,978-6-56-3909-4,Biography,true
B0687,Hidden Systems,Linda Martin,978-4-21-6889-8,Business,true
B0688,Silent Patterns (Vol. 1),Robert Garcia,978-0-20-5280-7,Engineering,true
B0689,Modern Universe,Michael Garcia,978-8-60-9128-7,Fiction,true
B0690,Silent Chemistry (Vol. 3),Robert Brown,978-0-90-2046-4,Biography,true
B0691,Quantum Principles (Vol. 2),James Jones,978-7-96-9298-1,Computer Science,true
B0692,Quantum Database (Vol. 3),Joseph Jones,978-0-6-1401-5,Mathematics,true
B0693,Silent Engines (Vol. 3),James Smith,978-3-2-5382-7,History,true
B0694,Computational Algorithms,Jennifer Thompson,978-7-48-7631-4,Literature,true
B0695,Mastering Dreams (Vol. 3),Elizabeth Martin,978-0-39-2875-2,Business,true
B0696,Practical Legends (Vol. 2),James Hernandez,978-1-88-7235-2,Fiction,true
B0697,Dark Networks,Sarah Taylor,978-3-47-2013-4,Fiction,true
B0698,Designing Science,Mary Jackson,978-0-57-5398-3,History,true
B0699,Digital Secrets,Sarah Rodriguez,978-8-95-5553-5,Engineering,true
B0700,Lost Science (Vol. 3),Jennifer Anderson,978-6-14-1730-6,Business,true
B0701,Practical Whispers (Vol. 1),William Wilson,978-3-55-9533-6,History,true
B0702,Forgotten Networks (Vol. 2),Sarah Wilson,978-1-3-0012-1,Mathematics,true
B0703,Golden Chronicles (Vol. 2),Sarah Rodriguez,978-6-46-5387-7,Computer Science,true
B0704,Computational Whispers (Vol. 2),Patricia Garcia,978-2-45-8877-0,Physics,true
B0705,Introduction to Dreams (Vol. 1),Jennifer Taylor,978-7-37-6688-1,Mathematics,true
B0706,Practical Science (Vol. 3),Linda White,978-0-51-6035-1,Business,true
B0707,Hidden Engines (Vol. 3),David Jackson,978-2-17-5279-0,Literature,true
B0708,Hidden Chronicles (Vol. 2),Jennifer Martin,978-4-21-1119-4,Business,true
B0709,Designing Whispers,Mary White,978-4-54-9778-2,Mathematics,true
B0710,Computational Whispers,Barbara Taylor,978-0-24-4390-7,Business,true
B0711,Beautiful Dreams (Vol. 2),Patricia Moore,978-2-34-9803-4,Computer Science,true
B0712,Digital Universe,Sarah Smith,978-5-7-5742-7,Computer Science,true
B0713,Hidden Legends (Vol. 3),Sarah Martinez,978-1-10-3202-5,Physics,true
B0714,Ultimate Engines (Vol. 3),Joseph Davis,978-8-55-1408-7,Physics,true
B0715,Dark Universe (Vol. 2),David Jackson,978-0-38-7862-1,Fiction,true
B0716,Silent Networks,Richard Johnson,978-4-45-5948-7,Engineering,true
B0717,Dark Algorithms (Vol. 3),Elizabeth Garcia,978-1-72-6219-3,Computer Science,true
B0718,Global Whispers (Vol. 3),Mary Thomas,978-8-40-5289-7,Mathematics,true
B0719,Practical Future (Vol. 1),James Hernandez,978-4-75-1154-0,History,true
B0720,Global Whispers (Vol. 2),Sarah Garcia,978-4-92-2661-0,Physics,true
B0721,Modern Whispers (Vol. 3),David Taylor,978-3-62-4478-1,History,true
B0722,Digital Science (Vol. 1),Elizabeth Williams,978-1-12-8948-2,Computer Science,true
B0723,Ancient Database (Vol. 1),Robert Thomas,978-3-33-2926-3,Computer Science,true
B0724,Golden Secrets (Vol. 3),Charles Davis,978-3-37-8307-4,Biography,true
B0725,Introduction to Networks,Barbara Garcia,978-0-38-5412-2,Physics,true
B0726,Global Database,Robert Martinez,978-0-25-5511-7,Business,true
B0727,Lost Art (Vol. 1),Robert Jones,978-3-46-6063-5,Literature,true
B0728,Ancient Chemistry (Vol. 3),Sarah Thompson,978-3-36-3350-4,Biography,true
B0729,Advanced Patterns (Vol. 1),Michael Jones,978-8-14-9911-8,Physics,true
B0730,Ancient Patterns,Michael Thompson,978-7-78-0956-3,Mathematics,true
B0731,Dark Physics,Susan Moore,978-0-10-3609-8,Biography,true
B0732,Advanced Art (Vol. 1),Patricia Williams,978-3-43-4943-6,Computer Science,true
B0733,Modern Chemistry (Vol. 2),Richard Anderson,978-3-33-6182-6,Engineering,true
B0734,Designing Chronicles,Joseph Martinez,978-3-58-6436-4,Business,true
B0735,Digital Art (Vol. 2),Michael Rodriguez,978-6-42-0424-4,Literature,true
B0736,Introduction to Physics (Vol. 2),Barbara Garcia,978-1-35-3361-0,Computer Science,true
B0737,Practical History (Vol. 2),Elizabeth Martinez,978-3-90-8319-4,Fiction,true
B0738,Introduction to Patterns,James Martin,978-1-70-6486-2,Fiction,true
B0739,Practical Journey (Vol. 2),Charles Thompson,978-1-63-0089-3,Physics,true
B0740,Advanced Chemistry,Susan Davis,978-5-45-8937-7,Mathematics,true
B0741,Beautiful Chemistry (Vol. 3),David White,978-7-3-3699-4,Business,true
B0742,Dark Dreams (Vol. 1),Thomas Garcia,978-8-26-1821-5,Fiction,true
B0743,Digital Universe (Vol. 1),Charles Wilson,978-8-37-2833-8,Chemistry,true
B0744,Dark Journey (Vol. 2),Jennifer Wilson,978-2-18-8102-6,Physics,true
B0745,Practical Journey (Vol. 3),John Thompson,978-2-77-0766-3,Mathematics,true
B0746,Dark Systems,Jessica Rodriguez,978-4-30-5947-0,Physics,true
B0747,Mastering Journey (Vol. 2),Linda Martin,978-7-0-7283-4,Fiction,true
B0748,Beautiful Networks,Joseph Jones,978-3-81-2145-4,Chemistry,true
B0749,Beautiful Secrets,David Brown,978-5-95-9652-8,Business,true
B0750,Introduction to Systems (Vol. 3),David Johnson,978-1-67-9138-1,Engineering,true
B0751,Forgotten Journey (Vol. 3),Michael White,978-2-48-8488-3,History,true
B0752,Mastering Principles,Robert Martin,978-7-79-6764-0,History,true
B0753,Silent Algorithms,Patricia Thomas,978-1-73-5191-8,Fiction,true
B0754,Advanced History (Vol. 1),David Thomas,978-7-58-5046-1,History,true
B0755,Dark Engines (Vol. 2),John Garcia,978-3-20-5250-5,Mathematics,true
B0756,Advanced Science (Vol. 3),Charles White,978-5-7-1729-8,Business,true
B0757,Mastering History (Vol. 3),James Taylor,978-4-64-8454-1,Fiction,true
B0758,Ancient Future (Vol. 3),Mary Brown,978-5-96-2517-4,History,true
B0759,Mastering Patterns (Vol. 1),David Martin,978-7-23-3352-0,Engineering,true
B0760,Digital Legends (Vol. 2),William Jackson,978-0-62-1179-3,Computer Science,true
B0761,Designing Art,Michael Jones,978-5-86-4252-3,Biography,true
B0762,Designing Journey (Vol. 1),Robert Smith,978-2-45-0826-1,Engineering,true
B0763,Golden Whispers (Vol. 2),James Martin,978-1-55-7954-0,History,true
B0764,Modern Principles (Vol. 3),William Miller,978-5-25-4935-2,Business,true
B0765,Computational Legends,William Davis,978-4-30-7786-1,Fiction,true
B0766,Global Database (Vol. 3),Joseph Martinez,978-0-86-8856-7,Engineering,true
B0767,Lost Database (Vol. 1),Thomas Williams,978-5-26-8729-8,Engineering,true
B0768,Practical Physics,William Davis,978-2-27-3934-4,Engineering,true
B0769,Dark Dreams (Vol. 3),Michael Smith,978-4-20-3170-5,Mathematics,true
B0770,Ancient Patterns (Vol. 1),Susan Thomas,978-3-50-3353-3,Fiction,true
B0771,Advanced Algorithms,David Martinez,978-4-85-2780-3,Literature,true
B0772,Golden Dreams (Vol. 3),Sarah Williams,978-8-10-3949-6,History,true
B0773,Ancient Universe (Vol. 3),Linda Wilson,978-8-25-6341-1,Business,true
B0774,Global History (Vol. 3),Michael Johnson,978-2-4-3504-4,Literature,true
B0775,Practical Dreams (Vol. 1),John Garcia,978-1-15-0364-2,Biography,true
B0776,Digital Art (Vol. 1),Linda Thompson,978-5-92-1414-0,Mathematics,true
B0777,Beautiful Science (Vol. 2),Jennifer Miller,978-7-13-0201-5,History,true
B0778,Mastering Universe (Vol. 3),Sarah Martin,978-6-71-8676-0,Chemistry,true
B0779,Computational Future,Barbara Hernandez,978-5-74-1351-1,Computer Science,true
B0780,Designing Engines (Vol. 2),Jennifer Thompson,978-1-65-3552-1,Computer Science,true
B0781,Modern Art (Vol. 2),Mary Hernandez,978-3-77-7953-8,Fiction,true
B0782,Golden Future (Vol. 2),Barbara Johnson,978-3-5-4242-4,Physics,true
B0783,Practical Chemistry (Vol. 1),James Wilson,978-8-52-8984-8,Mathematics,true
B0784,Introduction to Art (Vol. 2),Thomas Miller,978-5-18-7646-8,Fiction,true
B0785,Quantum Secrets (Vol. 2),Joseph Williams,978-6-57-4874-0,History,true
B0786,Forgotten Chemistry (Vol. 2),Elizabeth Williams,978-3-12-9918-0,Physics,true
B0787,Forgotten History (Vol. 3),Sarah Brown,978-1-27-8819-6,Engineering,true
B0788,Ultimate Future (Vol. 3),Mary Moore,978-0-84-4309-5,Computer Science,true
B0789,Computational Algorithms (Vol. 3),James Martinez,978-0-69-6727-8,Mathematics,true
B0790,Silent Legends (Vol. 2),Mary Martin,978-2-60-4335-1,History,true
B0791,Practical Algorithms (Vol. 3),Patricia Garcia,978-3-22-5074-1,Chemistry,true
B0792,Golden Future,David Davis,978-8-2-7293-5,Engineering,true
B0793,Forgotten Patterns (Vol. 3),Barbara Thompson,978-1-87-0528-5,Engineering,true
B0794,Digital Journey (Vol. 1),Richard Williams,978-3-47-8100-6,Mathematics,true
B0795,Modern History (Vol. 2),Richard Anderson,978-5-84-0599-5,Chemistry,true
B0796,Modern History,Joseph Thompson,978-5-12-3573-1,Business,true
B0797,Hidden Art (Vol. 1),Michael Anderson,978-6-21-5252-2,Biography,true
B0798,Introduction to Database (Vol. 3),Joseph Jackson,978-8-54-1533-4,Mathematics,true
B0799,Advanced Systems (Vol. 1),William Moore,978-8-2-9156-2,Biography,true
B0800,Introduction to Legends (Vol. 1),Sarah Jackson,978-3-75-1993-4,Fiction,true
B0801,Hidden Future (Vol. 1),Sarah Davis,978-3-10-2975-7,Literature,true
B0802,Silent Science (Vol. 3),Robert Martinez,978-1-73-5529-3,Fiction,true
B0803,Silent Patterns,David Wilson,978-1-15-7032-2,Biography,true
B0804,Mastering Dreams (Vol. 2),Richard Brown,978-3-63-7909-8,Mathematics,true
B0805,Dark Future (Vol. 1),Robert Martin,978-1-54-7660-4,History,true
B0806,Beautiful Secrets (Vol. 3),Linda Moore,978-6-90-7180-3,Physics,true
B0807,Quantum Future (Vol. 2),Thomas Thompson,978-7-18-2655-8,History,true
B0808,Designing Future (Vol. 2),Linda Johnson,978-6-49-3440-4,Business,true
B0809,Digital Legends,David Williams,978-4-26-6261-6,Literature,true
B0810,Lost Physics (Vol. 1),Richard Jones,978-3-38-2628-0,Biography,true
B0811,Introduction to Art (Vol. 3),Mary Jackson,978-7-77-1847-2,History,true
B0812,Dark Legends (Vol. 3),Jennifer Jackson,978-8-90-1388-3,Engineering,true
B0813,Beautiful Secrets (Vol. 2),Thomas Taylor,978-3-85-6191-0,Literature,true
B0814,Advanced Secrets,Susan Rodriguez,978-3-78-4213-3,Mathematics,true
B0815,Hidden History (Vol. 2),Thomas Hernandez,978-2-31-8915-0,Business,true
B0816,Designing Systems (Vol. 1),Jennifer Brown,978-6-57-5028-8,Engineering,true
B0817,Computational Algorithms (Vol. 2),Patricia Thompson,978-7-68-0846-2,Biography,true
B0818,Forgotten Future (Vol. 1),Barbara Davis,978-3-39-9406-1,Computer Science,true
B0819,Hidden Networks (Vol. 3),Charles Wilson,978-7-42-9736-0,Business,true
B0820,Global Science (Vol. 1),Michael Moore,978-6-66-7968-7,Physics,true
B0821,Computational Art (Vol. 1),Karen Williams,978-0-95-9360-8,History,true
B0822,Golden Networks (Vol. 3),Charles Jackson,978-1-45-4948-5,Mathematics,true
B0823,Golden Universe (Vol. 1),Joseph White,978-6-9-2710-3,Physics,true
B0824,Forgotten Whispers (Vol. 3),William Williams,978-8-17-1292-5,History,true
B0825,Ultimate Patterns (Vol. 3),Elizabeth Johnson,978-8-71-7990-2,Chemistry,true
B0826,Forgotten Algorithms (Vol. 1),William Rodriguez,978-7-21-5497-7,Mathematics,true
B0827,Ancient History,Thomas Rodriguez,978-8-59-9902-8,Computer Science,true
B0828,Global Art (Vol. 1),Jennifer Wilson,978-2-81-8514-5,Computer Science,true
B0829,Digital Engines (Vol. 2),Jessica Smith,978-6-40-9729-1,History,true
B0830,Quantum Future,Sarah Thompson,978-2-96-9553-2,Business,true
B0831,Mastering Physics (Vol. 1),Robert Johnson,978-7-17-0836-2,History,true
B0832,Designing Chronicles (Vol. 3),Robert White,978-3-28-4860-1,Biography,true
B0833,Global Algorithms (Vol. 1),Thomas Johnson,978-8-3-4417-4,Computer Science,true
B0834,Practical Patterns (Vol. 2),Mary Garcia,978-8-64-7552-4,Engineering,true
B0835,Quantum Algorithms (Vol. 3),Jessica Martinez,978-0-6-0724-6,Literature,true
B0836,Global History (Vol. 1),Karen Brown,978-3-87-6047-8,Literature,true
B0837,Modern Systems (Vol. 3),John Moore,978-1-3-6743-2,Mathematics,true
B0838,Modern Whispers,Michael Martin,978-1-11-0400-1,History,true
B0839,Quantum Algorithms (Vol. 1),Jennifer Thomas,978-3-13-2995-5,Computer Science,true
B0840,Hidden Journey (Vol. 2),David Miller,978-6-17-7877-7,Physics,true
B0841,Digital Principles (Vol. 1),Linda Wilson,978-7-23-0709-8,Literature,true
B0842,Golden Networks (Vol. 1),Robert Anderson,978-3-80-6669-1,Mathematics,true
B0843,Ancient Networks (Vol. 3),David Thompson,978-6-95-4135-6,History,true
B0844,Golden History (Vol. 1),Robert Brown,978-4-18-7834-3,Biography,true
B0845,Beautiful Art (Vol. 2),Mary Johnson,978-4-28-9678-0,Business,true
B0846,Computational Universe (Vol. 3),Richard Miller,978-4-81-1841-2,Business,true
B0847,Computational Principles,Thomas Thompson,978-7-64-4090-4,Biography,true
B0848,Beautiful Legends (Vol. 2),Elizabeth Thomas,978-1-61-0585-5,Literature,true
B0849,Quantum Principles (Vol. 1),Patricia Miller,978-5-88-2324-5,Business,true
B0850,Ultimate History (Vol. 3),William Wilson,978-5-19-1095-3,Engineering,true
B0851,Silent Whispers (Vol. 2),William Hernandez,978-3-49-1096-3,Engineering,true
B0852,Golden Journey (Vol. 2),William Garcia,978-7-89-2007-5,Literature,true
B0853,Ancient Secrets (Vol. 2),Elizabeth Rodriguez,978-5-19-0815-7,Biography,true
B0854,Hidden Physics (Vol. 1),John Smith,978-2-94-5610-1,Computer Science,true
B0855,Computational Dreams,James Rodriguez,978-4-80-9483-2,Computer Science,true
B0856,Ultimate Systems (Vol. 1),David Jones,978-4-6-2089-2,History,true
B0857,Mastering Physics (Vol. 3),Patricia Garcia,978-6-69-0927-0,Physics,true
B0858,Dark Journey (Vol. 1),Susan Smith,978-6-13-2591-4,Physics,true
B0859,Designing Chemistry (Vol. 1),Michael Taylor,978-1-7-5362-6,History,true
B0860,Ultimate Whispers (Vol. 3),Susan Brown,978-6-26-9445-7,Biography,true
B0861,Silent Art,Charles Thomas,978-7-49-8742-1,Biography,true
B0862,Lost Chemistry (Vol. 3),Thomas Williams,978-6-39-1812-5,Business,true
B0863,Modern Principles (Vol. 2),William Anderson,978-4-0-1801-0,Business,true
B0864,Beautiful Database (Vol. 1),Thomas Johnson,978-8-51-2755-3,History,true
B0865,Designing Physics (Vol. 2),Robert Davis,978-1-79-6556-4,Fiction,true
B0866,Forgotten Dreams (Vol. 2),Charles Brown,978-2-85-8567-6,Fiction,true
B0867,Ancient Whispers (Vol. 1),Barbara Miller,978-0-81-6727-6,Fiction,true
B0868,Global Universe (Vol. 1),Richard Martinez,978-1-3-7068-1,Literature,true
B0869,Introduction to Whispers (Vol. 2),Karen Rodriguez,978-6-14-3144-7,History,true
B0870,Digital Science (Vol. 2),Thomas Miller,978-6-55-3477-6,Biography,true
B0871,Computational Universe (Vol. 1),Elizabeth Taylor,978-4-96-1172-4,Engineering,true
B0872,Designing Patterns (Vol. 2),John Miller,978-3-74-0413-0,Fiction,true
B0873,Silent Patterns (Vol. 3),Joseph Williams,978-5-50-3480-8,History,true
B0874,Golden Art (Vol. 1),David Hernandez,978-5-83-4834-7,Biography,true
B0875,Advanced Dreams (Vol. 2),Susan Martin,978-2-57-3744-1,Physics,true
B0876,Quantum Whispers,Thomas White,978-1-41-8629-5,Fiction,true
B0877,Ancient Journey (Vol. 2),Patricia Brown,978-0-24-5530-2,Computer Science,true
B0878,Practical Database (Vol. 1),Richard Johnson,978-8-9-3543-3,Mathematics,true
B0879,Forgotten Algorithms (Vol. 3),Susan Thompson,978-2-33-7573-0,Physics,true
B0880,Digital Chronicles (Vol. 3),David Jackson,978-6-94-6976-0,Engineering,true
B0881,Lost Algorithms,John Smith,978-6-85-5042-6,Biography,true
B0882,Advanced Art (Vol. 2),John Jones,978-4-88-7865-7,Chemistry,true
B0883,Modern Chronicles (Vol. 3),Susan Anderson,978-3-22-6639-3,Biography,true
B0884,Introduction to Algorithms,Karen Thompson,978-1-91-3648-6,Business,true
B0885,Modern Physics,David Davis,978-6-48-7003-5,Chemistry,true
B0886,Advanced Future (Vol. 2),Patricia Garcia,978-3-85-4490-3,Literature,true
B0887,Global Physics (Vol. 2),Sarah Jones,978-4-58-9262-4,Computer Science,true
B0888,Computational Database (Vol. 3),Barbara Anderson,978-5-47-0900-7,Literature,true
B0889,Lost Database (Vol. 2),Michael Jackson,978-2-82-9854-7,History,true
B0890,Mastering Future (Vol. 2),Karen Anderson,978-8-76-1222-6,Mathematics,true
B0891,Introduction to Secrets (Vol. 2),Barbara Thomas,978-2-81-8496-1,Literature,true
B0892,Global Physics (Vol. 3),Susan Garcia,978-4-54-4073-0,Literature,true
B0893,Designing Networks (Vol. 2),Susan Williams,978-5-94-9788-1,Mathematics,true
B0894,Lost Chemistry (Vol. 1),Joseph Thompson,978-7-32-6298-1,History,true
B0895,Forgotten Universe (Vol. 1),Linda Johnson,978-2-59-7111-8,Mathematics,true
B0896,Advanced Chronicles (Vol. 1),Barbara Martinez,978-3-63-5427-7,Computer Science,true
B0897,Digital Principles (Vol. 3),Richard Moore,978-1-91-0349-2,Business,true
B0898,Ancient History (Vol. 1),Elizabeth White,978-7-4-5594-6,Fiction,true
B0899,Computational Algorithms (Vol. 1),Susan White,978-6-21-6832-6,Business,true
B0900,Ancient Dreams (Vol. 3),Richard Smith,978-8-17-4869-0,Chemistry,true
B0901,Digital Future (Vol. 1),Robert Williams,978-5-73-2733-1,Computer Science,true
B0902,Practical Secrets (Vol. 3),Linda Anderson,978-6-96-1860-3,Chemistry,true
B0903,Mastering Principles (Vol. 2),Linda Thomas,978-7-14-1566-4,Literature,true
B0904,Digital Networks (Vol. 3),James Hernandez,978-7-48-5376-7,Engineering,true
B0905,Global History,Elizabeth Hernandez,978-8-55-3395-1,Chemistry,true
B0906,Global Systems (Vol. 1),Joseph White,978-0-36-9484-2,Computer Science,true
B0907,Beautiful Art (Vol. 1),Linda Hernandez,978-1-34-2322-5,Chemistry,true
B0908,Silent Database (Vol. 2),Karen Jones,978-4-77-1913-0,History,true
B0909,Lost Networks (Vol. 3),Jessica Jackson,978-8-78-4357-5,History,true
B0910,Computational Networks (Vol. 3),Thomas Jones,978-3-42-4334-5,Computer Science,true
B0911,Dark Networks (Vol. 3),Barbara Hernandez,978-1-60-3197-7,Computer Science,true
B0912,Ultimate Legends (Vol. 2),William Moore,978-2-36-7532-8,Physics,true
B0913,Global Engines (Vol. 1),Linda Garcia,978-8-50-9956-5,Computer Science,true
B0914,Golden Art (Vol. 3),Susan Brown,978-2-69-1508-6,Fiction,true
B0915,Introduction to Chemistry,Elizabeth Jones,978-2-1-8454-0,Literature,true
B0916,Beautiful Physics,Linda Williams,978-3-11-5324-5,History,true
B0917,Modern Systems (Vol. 2),William Martinez,978-0-59-5636-3,Business,true
B0918,Dark Science (Vol. 3),Thomas Martin,978-8-22-4531-3,Computer Science,true
B0919,Advanced History,Charles Jones,978-2-42-6371-6,Literature,true
B0920,Lost Dreams (Vol. 3),Karen Wilson,978-0-52-3989-6,Computer Science,true
B0921,Introduction to Chronicles (Vol. 1),Mary Thomas,978-3-69-3139-3,Engineering,true
B0922,Dark Database (Vol. 2),Patricia Martin,978-7-97-8470-3,Computer Science,true
B0923,Practical Art,Thomas Moore,978-3-33-9474-0,Chemistry,true
B0924,Practical Principles (Vol. 1),Charles Martin,978-3-81-3945-4,Business,true
B0925,Silent Chronicles (Vol. 1),William Moore,978-3-83-8058-2,Physics,true
B0926,Quantum Science (Vol. 2),David Martin,978-1-14-0907-7,Literature,true
B0927,Modern Universe (Vol. 1),Linda Thompson,978-7-83-0846-7,Engineering,true
B0928,Beautiful Legends (Vol. 3),Elizabeth Jackson,978-4-76-2563-7,Biography,true
B0929,Practical History (Vol. 3),James Johnson,978-2-17-9437-4,Biography,true
B0930,Forgotten Physics (Vol. 3),Karen Miller,978-4-9-1207-6,Mathematics,true
B0931,Designing Art (Vol. 3),Jennifer Jackson,978-0-49-4004-6,Physics,true
B0932,Global Chemistry (Vol. 2),William Johnson,978-1-80-9481-3,Computer Science,true
B0933,Beautiful Algorithms (Vol. 1),Karen Moore,978-0-31-9895-0,Business,true
B0934,Lost Networks,James Thomas,978-4-13-5292-5,Physics,true
B0935,Dark Physics (Vol. 3),Susan Brown,978-0-43-4679-6,Fiction,true
B0936,Advanced Physics (Vol. 1),Karen Thompson,978-0-57-3606-4,Chemistry,true
B0937,Designing Universe (Vol. 2),Sarah Garcia,978-4-15-4596-5,History,true
B0938,Advanced Networks (Vol. 2),Robert White,978-8-65-9163-1,History,true
B0939,Ancient Whispers,William Johnson,978-1-54-3967-5,Fiction,true
B0940,Golden Principles (Vol. 2),Richard Martinez,978-8-32-1084-8,Literature,true
B0941,Ancient Future (Vol. 2),James Martinez,978-5-24-2870-4,Physics,true
B0942,Computational Art (Vol. 2),Joseph Thomas,978-1-32-8757-2,Computer Science,true
B0943,Silent Secrets (Vol. 3),Charles Williams,978-8-73-4830-3,Computer Science,true
B0944,Lost Secrets (Vol. 2),Michael Hernandez,978-4-84-9336-4,Physics,true
B0945,Digital Art (Vol. 3),James Anderson,978-7-95-1094-5,Engineering,true
B0946,Beautiful Journey (Vol. 3),John Williams,978-7-13-5559-1,Mathematics,true
B0947,Dark Legends (Vol. 1),Robert Miller,978-0-62-2295-0,Engineering,true
B0948,Computational Whispers (Vol. 1),Jessica Moore,978-5-52-8777-8,Literature,true
B0949,Practical Chronicles (Vol. 1),Robert Moore,978-7-61-1462-5,Mathematics,true
B0950,Computational History (Vol. 2),Elizabeth Miller,978-6-17-9503-8,History,true
B0951,Modern History (Vol. 3),Elizabeth Wilson,978-5-79-2077-7,Physics,true
B0952,Advanced Whispers,John Smith,978-7-37-7135-2,Fiction,true
B0953,Silent Principles (Vol. 1),William Williams,978-8-75-7926-5,Business,true
B0954,Modern Art (Vol. 3),Joseph Martinez,978-0-82-7955-1,Biography,true
B0955,Practical Chemistry (Vol. 2),Robert Moore,978-6-43-2221-2,Mathematics,true
B0956,Ancient Art (Vol. 3),Patricia Miller,978-7-90-8747-1,Chemistry,true
B0957,Forgotten Chemistry,Jennifer Taylor,978-7-88-5194-2,Physics,true
B0958,Golden Dreams (Vol. 2),Susan Williams,978-5-43-8920-5,Mathematics,true
B0959,Hidden Database (Vol. 2),James Garcia,978-4-9-4301-0,Physics,true
B0960,Designing Secrets (Vol. 3),John Johnson,978-8-98-0701-5,Fiction,true
B0961,Advanced Engines (Vol. 3),Patricia White,978-5-30-5274-7,Physics,true
B0962,Designing Principles (Vol. 2),Susan Williams,978-5-27-5918-6,Fiction,true
B0963,Introduction to Engines (Vol. 3),David Davis,978-2-83-7138-5,Literature,true
B0964,Introduction to Science (Vol. 3),Linda Taylor,978-3-46-7722-3,Engineering,true
B0965,Designing Engines (Vol. 3),Michael Moore,978-7-38-2036-4,History,true
B0966,Quantum Database (Vol. 1),Barbara Williams,978-2-62-8646-4,Literature,true
B0967,Silent Art (Vol. 2),Jessica Miller,978-8-88-3081-5,Computer Science,true
B0968,Hidden Systems (Vol. 2),Susan Anderson,978-6-14-2500-4,Fiction,true
B0969,Hidden Science (Vol. 1),Patricia Williams,978-1-17-5473-1,Literature,true
B0970,Mastering Chronicles (Vol. 2),Elizabeth Rodriguez,978-8-53-0795-5,Mathematics,true
B0971,Computational Physics (Vol. 1),Joseph Johnson,978-4-36-0541-5,Literature,true
B0972,Silent Journey (Vol. 3),John Jones,978-3-92-8466-4,Mathematics,true
B0973,Dark Patterns (Vol. 3),Sarah Taylor,978-7-8-6916-5,Biography,true
B0974,Ultimate Legends (Vol. 3),Richard Jackson,978-2-56-9621-1,Biography,true
B0975,Digital History (Vol. 1),Patricia White,978-6-25-9352-6,Biography,true
B0976,Modern History (Vol. 1),Robert Rodriguez,978-4-28-4173-1,Chemistry,true
B0977,Computational Patterns (Vol. 2),Linda Taylor,978-8-75-9995-5,Business,true
B0978,Mastering Art (Vol. 2),Jessica Rodriguez,978-5-37-8708-1,Physics,true
B0979,Computational Chemistry (Vol. 3),Michael Smith,978-1-65-3716-3,Literature,true
B0980,Quantum Chronicles (Vol. 3),Thomas Moore,978-2-53-2112-2,Engineering,true
B0981,Global Systems (Vol. 3),Karen Hernandez,978-8-34-7232-5,Computer Science,true
B0982,Mastering Journey (Vol. 1),Jessica Smith,978-6-23-6716-2,Literature,true
B0983,Silent History (Vol. 3),James Johnson,978-6-19-3928-0,Biography,true
B0984,Computational Database (Vol. 2),Elizabeth Garcia,978-6-33-6218-4,History,true
B0985,Ancient Art (Vol. 2),Mary Moore,978-1-87-6772-7,Literature,true
B0986,Designing Dreams (Vol. 2),Mary Martin,978-8-13-7508-7,Mathematics,true
B0987,Global Legends (Vol. 3),Thomas Thomas,978-6-83-6526-6,Engineering,true
B0988,Mastering Chemistry (Vol. 2),Charles Williams,978-5-23-9661-4,Fiction,true
B0989,Dark Patterns (Vol. 2),Thomas White,978-1-89-5507-4,Chemistry,true
B0990,Global Universe,Sarah Moore,978-2-32-0703-5,Physics,true
B0991,Golden Engines (Vol. 1),Barbara Jackson,978-1-33-6014-3,Computer Science,true
B0992,Practical Networks (Vol. 2),William White,978-3-49-1792-5,Chemistry,true
B0993,Computational Patterns (Vol. 1),Robert Garcia,978-0-41-7017-7,Biography,true
B0994,Modern Art (Vol. 1),David Miller,978-7-70-9028-7,Engineering,true
B0995,Lost Dreams (Vol. 1),Elizabeth Wilson,978-3-66-4339-2,Engineering,true
B0996,Lost Algorithms (Vol. 3),John Williams,978-8-70-0261-4,Physics,true
B0997,Ancient Engines (Vol. 1),Barbara Brown,978-4-87-8858-7,Literature,true
B0998,Forgotten Art (Vol. 3),Jennifer Jackson,978-5-53-6985-2,Business,true
B0999,Introduction to Chemistry (Vol. 1),Sarah Brown,978-6-8-0591-6,Biography,true
B1000,Designing Database (Vol. 3),Mary Thompson,978-3-48-6699-5,Chemistry,true
B1001,Dark Universe (Vol. 1),Sarah Davis,978-2-29-5517-8,Physics,true
B1002,Advanced Dreams (Vol. 1),Charles White,978-5-30-2529-5,Literature,true
B1003,Introduction to Engines (Vol. 2),Elizabeth White,978-8-87-9369-7,Biography,true
B1004,Dark Physics (Vol. 1),Jessica Brown,978-3-22-7939-5,Computer Science,true
B1005,Mastering Journey (Vol. 3),James Thomas,978-0-2-5067-4,Engineering,true
B1006,Modern Patterns (Vol. 1),Robert White,978-6-15-5015-5,Engineering,true
B1007,Digital Dreams (Vol. 3),Charles Smith,978-0-88-0561-4,History,true
B1008,Golden History (Vol. 3),Thomas Jones,978-3-90-2546-0,History,true
B1009,Introduction to Future (Vol. 3),Thomas Thompson,978-5-16-0649-6,Biography,true
B1010,Hidden Algorithms (Vol. 1),Joseph Thomas,978-8-98-2612-5,Literature,true
B1011,Designing Networks,Robert Jones,978-3-79-4156-7,Physics,true
